,mc,mn,mc_onset,mn_onset,timesig,staff,voice,label,offset_x,offset_y,offset,alt_label,globalkey,localkey,pedal,chord,numeral,form,figbass,changes,relativeroot,cadence,phraseend,chord_type,globalkey_is_minor,localkey_is_minor,chord_tones,added_tones,root,bass_note,n_colored,n_untouched,count_ratio,dur_colored,dur_untouched,dur_ratio,root_diff,progression_type_simple,progression_type_fine,volta,minDistance
130,26,26,3/8,3/8,12/8,2,1,IV6,,,,,A,I,,IV6,IV,,6.0,,,,,M,0,0,"6, 3, 2",,2,6,3,3,0.5,0.375,0.375,0.5,0.0,I,!,,
131,26,26,3/4,3/4,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,1,6,0.1428571428571428,0.125,1.375,0.0833333333333333,0.0,I,!,,
132,26,26,9/8,9/8,12/8,2,1,ii7,,,,,A,I,,ii7,ii,,7.0,,,,,mm7,0,0,"5, 2, 6, 3",,5,5,0,6,0.0,0.0,0.75,0.0,3.0,S,S_dia,,
133,27,27,0,0,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,1,4,0.2,0.125,1.375,0.0833333333333333,-1.0,S,S_dia,,
134,27,27,3/8,3/8,12/8,2,1,V(64),,,,,A,I,,V(64),V,,,64,,,,M,0,0,"4, 3, 7",,4,4,1,3,0.25,0.125,0.625,0.1666666666666666,0.0,I,!,,
135,27,27,3/4,3/4,12/8,2,1,V(4),,,,,A,I,,V(4),V,,,4,,,,M,0,0,"4, 3, 5",,4,4,2,3,0.4,0.25,0.875,0.2222222222222222,0.0,I,!,,
136,27,27,9/8,9/8,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,0,3,0.0,0.0,0.375,0.0,0.0,I,!,,
137,27,27,5/4,5/4,12/8,2,1,I64,,,,,A,I,,I64,I,,64.0,,,,,M,0,0,"4, 3, 7",,3,4,0,3,0.0,0.0,0.375,0.0,-1.0,S,S_dia,,
138,27,27,11/8,11/8,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,0,3,0.0,0.0,0.375,0.0,-1.0,S,S_dia,,
139,28,28,0,0,12/8,2,1,viio/IV,,,,,A,I,,viio/IV,vii,o,,,IV,,,o,0,0,"7, 4, 1",,7,7,4,3,0.5714285714285714,0.5,1.0,0.3333333333333333,5.0,A,WA_dia,,
140,28,28,3/8,3/8,12/8,2,1,V7/IV,,,,,A,I,,V7/IV,V,,7.0,,IV,,,Mm7,0,0,"3, 7, 4, 1",,3,3,1,3,0.25,0.125,0.625,0.1666666666666666,-4.0,S,S_dia,,
141,28,28,3/4,3/4,12/8,2,1,IV(9),,,,,A,I,,IV(9),IV,,,9,,,,M,0,0,"2, 6, 3",4.0,2,2,1,4,0.2,0.125,1.375,0.0833333333333333,-1.0,S,S_dia,,
142,28,28,9/8,9/8,12/8,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,0,2,0.0,0.0,0.5,0.0,0.0,I,!,,
143,28,28,5/4,5/4,12/8,2,1,ii,,,,,A,I,,ii,ii,,,,,,,m,0,0,"5, 2, 6",,5,5,0,2,0.0,0.0,0.25,0.0,3.0,S,S_dia,,
144,29,29,0,0,12/8,2,1,V65,,,,,A,I,,V65,V,,65.0,,,,,Mm7,0,0,"8, 5, 2, 4",,4,8,0,7,0.0,0.0,1.5,0.0,-1.0,S,S_dia,,
145,29,29,3/8,3/8,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
146,29,29,1/2,1/2,12/8,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
147,29,29,3/4,3/4,12/8,2,1,IVM65,,,,,A,I,,IVM65,IV,M,65.0,,,,,MM7,0,0,"6, 3, 7, 2",,2,6,1,4,0.2,0.125,1.0,0.1111111111111111,-1.0,S,S_dia,,
148,29,29,9/8,9/8,12/8,2,1,viio,,,,,A,I,,viio,vii,o,,,,,,o,0,0,"8, 5, 2",,8,8,1,4,0.2,0.125,1.0,0.1111111111111111,6.0,S,S_chr,,
149,30,30,0,0,12/8,2,1,I(9),,,,,A,I,,I(9),I,,,9,,,,M,0,0,"3, 7, 4",5.0,3,3,1,6,0.1428571428571428,0.125,1.375,0.0833333333333333,-5.0,A,WA_dia,,
150,30,30,3/8,3/8,12/8,2,1,V7/IV,,,,,A,I,,V7/IV,V,,7.0,,IV,,,Mm7,0,0,"3, 7, 4, 1",,3,3,1,5,0.1666666666666666,0.125,0.625,0.1666666666666666,0.0,I,!,,
151,30,30,3/4,3/4,12/8,2,1,IVM7,,,,,A,I,,IVM7,IV,M,7.0,,,,,MM7,0,0,"2, 6, 3, 7",,2,2,0,5,0.0,0.0,1.5,0.0,-1.0,S,S_dia,,
152,30,30,9/8,9/8,12/8,2,1,V65/V,,,,,A,I,,V65/V,V,,65.0,,V,,,Mm7,0,0,"9, 6, 3, 5",,5,9,1,3,0.25,0.125,0.625,0.1666666666666666,3.0,S,S_dia,,
153,31,31,0,0,12/8,2,1,V|HC}{,,,,,A,I,,V,V,,,,,HC,}{,M,0,0,"4, 8, 5",,4,4,2,5,0.2857142857142857,0.25,1.0,0.2,-1.0,S,S_dia,,
154,31,31,1/2,1/2,12/8,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,1,3,0.25,0.125,0.375,0.25,-1.0,S,S_dia,,
155,31,31,3/4,3/4,12/8,2,1,V65,,,,,A,I,,V65,V,,65.0,,,,,Mm7,0,0,"8, 5, 2, 4",,4,8,0,3,0.0,0.0,0.5,0.0,1.0,W,WA_dia,,
156,31,31,1,1,12/8,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
157,31,31,9/8,9/8,12/8,2,1,viio,,,,,A,I,,viio,vii,o,,,,,,o,0,0,"8, 5, 2",,8,8,1,2,0.3333333333333333,0.125,0.375,0.25,5.0,A,WA_dia,,
158,31,31,11/8,11/8,12/8,2,1,vi,,,,,A,I,,vi,vi,,,,,,,m,0,0,"6, 3, 7",,6,6,0,2,0.0,0.0,0.25,0.0,-2.0,A,WA_dia,,
159,32,32,0,0,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,0,4,0.0,0.0,0.75,0.0,-2.0,A,WA_dia,,
160,32,32,1/4,1/4,12/8,2,1,vi,,,,,A,I,,vi,vi,,,,,,,m,0,0,"6, 3, 7",,6,6,0,3,0.0,0.0,0.375,0.0,2.0,A,WA_dia,,
161,32,32,3/8,3/8,12/8,2,1,V65,,,,,A,I,,V65,V,,65.0,,,,,Mm7,0,0,"8, 5, 2, 4",,4,8,0,5,0.0,0.0,0.75,0.0,-2.0,A,WA_dia,,
162,32,32,5/8,5/8,12/8,2,1,vi6,,,,,A,I,,vi6,vi,,6.0,,,,,m,0,0,"3, 7, 6",,6,3,0,3,0.0,0.0,0.375,0.0,2.0,A,WA_dia,,
163,32,32,3/4,3/4,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,4,7,0.3636363636363636,0.5,2.0,0.2,-2.0,A,WA_dia,,
164,33,33,0,0,12/8,2,1,viio,,,,,A,I,,viio,vii,o,,,,,,o,0,0,"8, 5, 2",,8,8,1,3,0.25,0.125,0.875,0.125,4.0,W,WA_dia,,
165,33,33,1/4,1/4,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,0,1,0.0,0.0,0.125,0.0,-4.0,S,S_dia,,
166,33,33,3/8,3/8,12/8,2,1,I(9),,,,,A,I,,I(9),I,,,9,,,,M,0,0,"3, 7, 4",5.0,3,3,0,5,0.0,0.0,0.875,0.0,-1.0,S,S_dia,,
167,33,33,5/8,5/8,12/8,2,1,viio/IV,,,,,A,I,,viio/IV,vii,o,,,IV,,,o,0,0,"7, 4, 1",,7,7,0,2,0.0,0.0,0.25,0.0,4.0,W,WA_dia,,
168,33,33,3/4,3/4,12/8,2,1,IVM7,,,,,A,I,,IVM7,IV,M,7.0,,,,,MM7,0,0,"2, 6, 3, 7",,2,2,1,6,0.1428571428571428,0.125,1.0,0.1111111111111111,-5.0,A,WA_dia,,
169,33,33,9/8,9/8,12/8,2,1,iio6,,,,,A,I,,iio6,ii,o,6.0,,,,,o,0,0,"2, -1, 5",,5,2,3,4,0.4285714285714285,0.375,0.75,0.3333333333333333,3.0,S,S_dia,,
170,34,34,0,0,12/8,2,1,V(b9),,,,,A,I,,V(b9),V,,,b9,,,,M,0,0,"4, 8, 5",-1.0,4,4,3,6,0.3333333333333333,0.375,1.625,0.1875,-1.0,S,S_dia,,
171,34,34,5/8,5/8,12/8,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
172,34,34,3/4,3/4,12/8,2,1,V(64),,,,,A,I,,V(64),V,,,64,,,,M,0,0,"4, 3, 7",,4,4,0,6,0.0,0.0,1.875,0.0,0.0,I,!,,
173,34,34,9/8,9/8,12/8,2,1,V7(4),,,,,A,I,,V7(4),V,,7.0,4,,,,Mm7,0,0,"4, 3, 5, 2",,4,4,0,4,0.0,0.0,1.0,0.0,0.0,I,!,,
174,34,34,11/8,11/8,12/8,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,0,1,0.0,0.0,0.125,0.0,0.0,I,!,,
175,35,35,0,0,12/8,2,1,I[I|PAC}{,,,,,A,I,I,I,I,,,,,PAC,}{,M,0,0,"3, 7, 4",,3,3,1,4,0.2,0.125,1.875,0.0625,-1.0,S,S_dia,,
176,35,35,1/4,1/4,12/8,2,1,IV,,,,,A,I,I,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
177,35,35,3/8,3/8,12/8,2,1,I6,,,,,A,I,I,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,1,2,0.3333333333333333,0.125,0.375,0.25,1.0,W,WA_dia,,
178,35,35,5/8,5/8,12/8,2,1,ii7,,,,,A,I,I,ii7,ii,,7.0,,,,,mm7,0,0,"5, 2, 6, 3",,5,5,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
179,35,35,3/4,3/4,12/8,2,1,I,,,,,A,I,I,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,1,4,0.2,0.125,1.875,0.0625,-2.0,A,WA_dia,,
180,35,35,1,1,12/8,2,1,IV6,,,,,A,I,I,IV6,IV,,6.0,,,,,M,0,0,"6, 3, 2",,2,6,0,2,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
181,35,35,9/8,9/8,12/8,2,1,I,,,,,A,I,I,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,1,2,0.3333333333333333,0.125,0.375,0.25,1.0,W,WA_dia,,
182,35,35,11/8,11/8,12/8,2,1,ii6,,,,,A,I,I,ii6,ii,,6.0,,,,,m,0,0,"2, 6, 5",,5,2,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
183,36,36,0,0,12/8,2,1,I,,,,,A,I,I,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,2,6,0.25,0.25,1.625,0.1333333333333333,-2.0,A,WA_dia,,
184,36,36,3/8,3/8,12/8,2,1,IV6,,,,,A,I,I,IV6,IV,,6.0,,,,,M,0,0,"6, 3, 2",,2,6,0,5,0.0,0.0,0.875,0.0,-1.0,S,S_dia,,
185,36,36,5/8,5/8,12/8,2,1,I6,,,,,A,I,I,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,0,2,0.0,0.0,0.25,0.0,1.0,W,WA_dia,,
186,36,36,3/4,3/4,12/8,2,1,IV,,,,,A,I,I,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,2,11,0.1538461538461538,0.25,2.625,0.0869565217391304,-1.0,S,S_dia,,
187,36,36,5/4,5/4,12/8,2,1,IV6,,,,,A,I,I,IV6,IV,,6.0,,,,,M,0,0,"6, 3, 2",,2,6,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
188,36,36,11/8,11/8,12/8,2,1,V7(9),0.0,-8.0,/,,A,I,I,V7(9),V,,7.0,9,,,,Mm7,0,0,"4, 8, 5, 2",6.0,4,4,0,2,0.0,0.0,0.25,0.0,2.0,A,WA_dia,,
189,37,37,0,0,12/8,2,1,I(64)},,,,,A,I,I,I(64),I,,,64,,,},M,0,0,"3, 2, 6",,3,3,4,10,0.2857142857142857,0.5,4.0,0.1111111111111111,-1.0,S,S_dia,,
190,37,37,3/4,3/4,12/8,2,1,I]|PAC,,,,,A,I,I,I,I,,,,,PAC,,M,0,0,"3, 7, 4",,3,3,0,4,0.0,0.0,3.0,0.0,0.0,I,!,,
191,1,0,0,15/16,4/4,2,1,A.I[I{,,,,,A,I,I,I,I,,,,,,{,M,0,0,"3, 7, 4",,3,3,0,14,0.0,0.0,2.0,0.0,,,,,
192,2,1,1/2,1/2,4/4,2,1,viio64(2),,,,,A,I,I,viio64(2),vii,o,64.0,2,,,,o,0,0,"2, 3, 5",,8,2,2,5,0.2857142857142857,0.125,1.625,0.0714285714285714,5.0,A,WA_dia,,
193,2,1,3/4,3/4,4/4,2,1,viio64,,,,,A,I,I,viio64,vii,o,64.0,,,,,o,0,0,"2, 8, 5",,8,2,2,2,0.5,0.125,0.125,0.5,0.0,I,!,,
194,3,2,0,0,4/4,2,1,V43/IV,,,,,A,I,I,V43/IV,V,,43.0,,IV,,,Mm7,0,0,"4, 1, 3, 7",,3,4,0,8,0.0,0.0,2.125,0.0,-5.0,A,WA_dia,,
195,3,2,1/4,1/4,4/4,2,1,IV6(97),,,,,A,I,I,IV6(97),IV,,6.0,97,,,,M,0,0,"6, 3, 7",4,2,6,0,5,0.0,0.0,0.6875,0.0,-1.0,S,S_dia,,
196,3,2,3/8,3/8,4/4,2,1,IV6,,,,,A,I,I,IV6,IV,,6.0,,,,,M,0,0,"6, 3, 2",,2,6,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
197,3,2,7/16,7/16,4/4,2,1,vii%7(+2),,,,,A,I,I,vii%7(+2),vii,%,7.0,+2,,,,%7,0,0,"8, 5, 2, 6",3,8,8,0,1,0.0,0.0,0.0625,0.0,6.0,S,S_chr,,
198,3,2,1/2,1/2,4/4,2,1,I(4),,,,,A,I,I,I(4),I,,,4,,,,M,0,0,"3, 2, 4",,3,3,2,4,0.3333333333333333,0.125,0.875,0.125,-5.0,A,WA_dia,,
199,3,2,3/4,3/4,4/4,2,1,I,,,,,A,I,I,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,2,3,0.4,0.125,0.375,0.25,0.0,I,!,,
200,4,3,0,0,4/4,2,1,V2/IV,,,,,A,I,I,V2/IV,V,,2.0,,IV,,,Mm7,0,0,"1, 3, 7, 4",,3,1,0,8,0.0,0.0,1.375,0.0,0.0,I,!,,
201,4,3,1/4,1/4,4/4,2,1,IV6(97),,,,,A,I,I,IV6(97),IV,,6.0,97,,,,M,0,0,"6, 3, 7",4,2,6,0,4,0.0,0.0,0.5625,0.0,-1.0,S,S_dia,,
202,4,3,3/8,3/8,4/4,2,1,viio2,,,,,A,I,I,viio2,vii,o,2.0,,,,,o7,0,0,"-1, 8, 5, 2",,8,-1,0,3,0.0,0.0,0.3125,0.0,6.0,S,S_chr,,
203,4,3,1/2,1/2,4/4,2,1,I64(4),,,,,A,I,I,I64(4),I,,64.0,4,,,,M,0,0,"4, 3, 2",,3,4,2,5,0.2857142857142857,0.125,0.875,0.125,-5.0,A,WA_dia,,
204,4,3,3/4,3/4,4/4,2,1,I64]|IAC},,,,,A,I,I,I64,I,,64.0,,,IAC,},M,0,0,"4, 3, 7",,3,4,2,5,0.2857142857142857,0.125,0.875,0.125,0.0,I,!,,
205,5,4,0,0,4/4,2,1,V7/V{,,,,,A,I,,V7/V,V,,7.0,,V,,{,Mm7,0,0,"5, 9, 6, 3",,5,5,0,10,0.0,0.0,1.5625,0.0,2.0,A,WA_dia,,
206,5,4,1/4,1/4,4/4,2,1,V6,,,,,A,I,,V6,V,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,1,4,0.2,0.0625,0.75,0.0769230769230769,-1.0,S,S_dia,,
207,5,4,1/2,1/2,4/4,2,1,ii7/V,,,,,A,I,,ii7/V,ii,,7.0,,V,,,mm7,0,0,"6, 3, 7, 4",,6,6,1,10,0.0909090909090909,0.0625,1.6875,0.0357142857142857,2.0,A,WA_dia,,
208,5,4,7/8,7/8,4/4,2,1,V43/V,,,,,A,I,,V43/V,V,,43.0,,V,,,Mm7,0,0,"6, 3, 5, 9",,5,6,0,3,0.0,0.0,0.25,0.0,-1.0,S,S_dia,,
209,6,5,0,0,4/4,2,1,V(4),,,,,A,I,,V(4),V,,,4,,,,M,0,0,"4, 3, 5",,4,4,2,5,0.2857142857142857,0.125,0.875,0.125,-1.0,S,S_dia,,
210,6,5,1/4,1/4,4/4,2,1,V,,,,,A,I,,V,V,,,,,,,M,0,0,"4, 8, 5",,4,4,2,5,0.2857142857142857,0.125,0.875,0.125,0.0,I,!,,
211,6,5,1/2,1/2,4/4,2,1,V7,,,,V2,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,0,11,0.0,0.0,1.4375,0.0,0.0,I,!,,
212,6,5,3/4,3/4,4/4,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,1,4,0.2,0.0625,0.5625,0.1,-1.0,S,S_dia,,
213,6,5,7/8,7/8,4/4,2,1,V64(4),,,,,A,I,,V64(4),V,,64.0,4,,,,M,0,0,"5, 4, 3",,4,5,0,2,0.0,0.0,0.1875,0.0,1.0,W,WA_dia,,
214,6,5,15/16,15/16,4/4,2,1,V64,,,,,A,I,,V64,V,,64.0,,,,,M,0,0,"5, 4, 8",,4,5,1,2,0.3333333333333333,0.03125,0.09375,0.25,0.0,I,!,,
215,7,6,0,0,4/4,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,4,8,0.3333333333333333,0.25,1.75,0.125,-1.0,S,S_dia,,
216,7,6,1/2,1/2,4/4,2,1,V7/IV,,,,V2/IV,A,I,,V7/IV,V,,7.0,,IV,,,Mm7,0,0,"3, 7, 4, 1",,3,3,0,11,0.0,0.0,1.4375,0.0,0.0,I,!,,
217,7,6,3/4,3/4,4/4,2,1,IV6,,,,,A,I,,IV6,IV,,6.0,,,,,M,0,0,"6, 3, 2",,2,6,1,5,0.1666666666666666,0.03125,0.59375,0.05,-1.0,S,S_dia,,
218,7,6,7/8,7/8,4/4,2,1,V64(4)/IV,,,,,A,I,,V64(4)/IV,V,,64.0,4,IV,,,M,0,0,"4, 3, 2",,3,4,0,2,0.0,0.0,0.1875,0.0,1.0,W,WA_dia,,
219,7,6,15/16,15/16,4/4,2,1,V64/IV,,,,,A,I,,V64/IV,V,,64.0,,IV,,,M,0,0,"4, 3, 7",,3,4,1,2,0.3333333333333333,0.03125,0.09375,0.25,0.0,I,!,,
220,8,7,0,0,4/4,2,1,IV,,,,,A,I,,IV,IV,,,,,,,M,0,0,"2, 6, 3",,2,2,4,10,0.2857142857142857,0.25,1.6875,0.1290322580645161,-1.0,S,S_dia,,
221,8,7,1/2,1/2,4/4,2,1,V7,,,,V2,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,2,10,0.1666666666666666,0.125,1.4375,0.08,2.0,A,WA_dia,,
222,8,7,3/4,3/4,4/4,2,1,I6,,,,,A,I,,I6,I,,6.0,,,,,M,0,0,"7, 4, 3",,3,7,0,3,0.0,0.0,0.5,0.0,-1.0,S,S_dia,,
223,8,7,7/8,7/8,4/4,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,2,2,0.5,0.09375,0.09375,0.5,0.0,I,!,,
224,9,8,0,0,4/4,2,1,V6,,,,,A,I,,V6,V,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,5,9,0.3571428571428571,0.3125,2.0,0.1351351351351351,1.0,W,WA_dia,,
225,9,8,1/2,1/2,4/4,2,1,I(9),,,,,A,I,,I(9),I,,,9,,,,M,0,0,"3, 7, 4",5,3,3,0,5,0.0,0.0,0.6875,0.0,-1.0,S,S_dia,,
226,9,8,5/8,5/8,4/4,2,1,I,,,,,A,I,,I,I,,,,,,,M,0,0,"3, 7, 4",,3,3,0,4,0.0,0.0,0.3125,0.0,0.0,I,!,,
227,9,8,3/4,3/4,4/4,2,1,V7,,,,,A,I,,V7,V,,7.0,,,,,Mm7,0,0,"4, 8, 5, 2",,4,4,1,7,0.125,0.0625,1.0625,0.0555555555555555,1.0,W,WA_dia,,
228,10,9,0,0,4/4,2,1,IM7,,,,,A,I,,IM7,I,M,7.0,,,,,MM7,0,0,"3, 7, 4, 8",,3,3,2,8,0.2,0.125,1.25,0.0909090909090909,-1.0,S,S_dia,,
229,10,9,1/4,1/4,4/4,2,1,vi6,,,,,A,I,,vi6,vi,,6.0,,,,,m,0,0,"3, 7, 6",,6,3,2,5,0.2857142857142857,0.125,0.5,0.2,3.0,S,S_dia,,
230,10,9,1/2,1/2,4/4,2,1,V.V65/V,,,,,A,V,,V65/V,V,,65.0,,V,,,Mm7,0,0,"10, 7, 4, 6",,6,10,0,8,0.0,0.0,1.0625,0.0,0.0,I,!,,
231,10,9,3/4,3/4,4/4,2,1,V7/V,,,,,A,V,,V7/V,V,,7.0,,V,,,Mm7,0,0,"6, 10, 7, 4",,6,6,1,8,0.1111111111111111,0.0625,1.1875,0.05,0.0,I,!,,
232,11,10,0,0,4/4,2,1,V|HC}{,,,,,A,V,,V,V,,,,,HC,}{,M,0,0,"5, 9, 6",,5,5,4,7,0.3636363636363636,0.25,1.6875,0.1290322580645161,-1.0,S,S_dia,,
233,11,10,1/2,1/2,4/4,2,1,V7,,,,V2,A,V,,V7,V,,7.0,,,,,Mm7,0,0,"5, 9, 6, 3",,5,5,0,10,0.0,0.0,1.5625,0.0,0.0,I,!,,
234,11,10,3/4,3/4,4/4,2,1,V65/IV,,,,,A,V,,V65/IV,V,,65.0,,IV,,,Mm7,0,0,"8, 5, 2, 4",,4,8,0,7,0.0,0.0,1.125,0.0,-1.0,S,S_dia,,
235,12,11,0,0,4/4,2,1,IV(9),,,,,A,V,,IV(9),IV,,,9,,,,M,0,0,"3, 7, 4",5,3,3,2,6,0.25,0.1875,0.8125,0.1875,-1.0,S,S_dia,,
236,12,11,1/4,1/4,4/4,2,1,ii,,,,,A,V,,ii,ii,,,,,,,m,0,0,"6, 3, 7",,6,6,2,4,0.3333333333333333,0.1875,0.3125,0.375,3.0,S,S_dia,,
237,12,11,1/2,1/2,4/4,2,1,V65,,,,,A,V,,V65,V,,65.0,,,,,Mm7,0,0,"9, 6, 3, 5",,5,9,0,5,0.0,0.0,0.6875,0.0,-1.0,S,S_dia,,
238,12,11,5/8,5/8,4/4,2,1,V7,,,,,A,V,,V7,V,,7.0,,,,,Mm7,0,0,"5, 9, 6, 3",,5,5,0,4,0.0,0.0,0.375,0.0,0.0,I,!,,
239,12,11,3/4,3/4,4/4,2,1,I,,,,,A,V,,I,I,,,,,,,M,0,0,"4, 8, 5",,4,4,0,7,0.0,0.0,0.9375,0.0,-1.0,S,S_dia,,
240,13,12,0,0,4/4,2,1,IVM7,,,,,A,V,,IVM7,IV,M,7.0,,,,,MM7,0,0,"3, 7, 4, 8",,3,3,2,8,0.2,0.125,1.125,0.1,-1.0,S,S_dia,,
241,13,12,1/4,1/4,4/4,2,1,ii6,,,,,A,V,,ii6,ii,,6.0,,,,,m,0,0,"3, 7, 6",,6,3,2,6,0.25,0.125,0.625,0.1666666666666666,3.0,S,S_dia,,
242,13,12,1/2,1/2,4/4,2,1,V65/V,,,,,A,V,,V65/V,V,,65.0,,V,,,Mm7,0,0,"10, 7, 4, 6",,6,10,0,8,0.0,0.0,1.0625,0.0,0.0,I,!,,
243,13,12,3/4,3/4,4/4,2,1,V7/V,,,,,A,V,,V7/V,V,,7.0,,V,,,Mm7,0,0,"6, 10, 7, 4",,6,6,1,8,0.1111111111111111,0.0625,1.1875,0.05,0.0,I,!,,
244,14,13,0,0,4/4,2,1,V[V|HC}{,-0.401401,9.2647,/,,A,V,V,V,V,,,,,HC,}{,M,0,0,"5, 9, 6",,5,5,0,15,0.0,0.0,2.0625,0.0,-1.0,S,S_dia,,
245,14,13,1/2,1/2,4/4,2,1,viio64(2)/V,,,,,A,V,V,viio64(2)/V,vii,o,64.0,2,V,,,o,0,0,"4, 5, 7",,10,4,2,5,0.2857142857142857,0.125,1.625,0.0714285714285714,5.0,A,WA_dia,,
246,14,13,3/4,3/4,4/4,2,1,viio64/V,,,,,A,V,V,viio64/V,vii,o,64.0,,V,,,o,0,0,"4, 10, 7",,10,4,2,2,0.5,0.125,0.125,0.5,0.0,I,!,,
247,15,14,0,0,4/4,2,1,V43,,,,,A,V,V,V43,V,,43.0,,,,,Mm7,0,0,"6, 3, 5, 9",,5,6,0,9,0.0,0.0,1.5625,0.0,-5.0,A,WA_dia,,
248,15,14,1/4,1/4,4/4,2,1,I(974),,,,,A,V,V,I(974),I,,,974,,,,M,0,0,"4, 3, 5","6, 9",4,4,1,5,0.1666666666666666,0.1875,0.625,0.2307692307692307,-1.0,S,S_dia,,
249,15,14,3/8,3/8,4/4,2,1,I6,,,,,A,V,V,I6,I,,6.0,,,,,M,0,0,"8, 5, 4",,4,8,0,2,0.0,0.0,0.25,0.0,0.0,I,!,,
250,15,14,7/16,7/16,4/4,2,1,vii%7(+2)/V,,,,,A,V,V,vii%7(+2)/V,vii,%,7.0,+2,V,,,%7,0,0,"10, 7, 4, 8",5,10,10,0,1,0.0,0.0,0.0625,0.0,6.0,S,S_chr,,
251,15,14,1/2,1/2,4/4,2,1,V(4),,,,,A,V,V,V(4),V,,,4,,,,M,0,0,"5, 4, 6",,5,5,2,5,0.2857142857142857,0.125,1.375,0.0833333333333333,-5.0,A,WA_dia,,
252,15,14,3/4,3/4,4/4,2,1,V,,,,,A,V,V,V,V,,,,,,,M,0,0,"5, 9, 6",,5,5,2,3,0.4,0.125,0.375,0.25,0.0,I,!,,
253,16,15,0,0,4/4,2,1,V7,,,,V2,A,V,V,V7,V,,7.0,,,,,Mm7,0,0,"5, 9, 6, 3",,5,5,0,9,0.0,0.0,1.5625,0.0,0.0,I,!,,
254,16,15,1/4,1/4,4/4,2,1,I6(97),,,,,A,V,V,I6(97),I,,6.0,97,,,,M,0,0,"8, 5, 9",6,4,8,0,4,0.0,0.0,0.5625,0.0,-1.0,S,S_dia,,
255,16,15,3/8,3/8,4/4,2,1,viio2/V,,,,,A,V,V,viio2/V,vii,o,2.0,,V,,,o7,0,0,"1, 10, 7, 4",,10,1,0,3,0.0,0.0,0.3125,0.0,6.0,S,S_chr,,
256,16,15,1/2,1/2,4/4,2,1,V64(4),,,,,A,V,V,V64(4),V,,64.0,4,,,,M,0,0,"6, 5, 4",,5,6,5,7,0.4166666666666667,0.15625,1.34375,0.1041666666666666,-5.0,A,WA_dia,,
